    0.0000000000    0.0000000000
 -100.0000001000   -0.0000003000
 -100.0000000000  -99.9999998000
 -100.0000001000   -0.0000003000
    0.0000000000    0.0000000000
   -0.0000003000  100.0000001000
  -99.9999998000  100.0000000000
   -0.0000003000  100.0000001000
    0.0000000000    0.0000000000
    0.0000003000 -100.0000001000
   99.9999998000 -100.0000000000
    0.0000003000 -100.0000001000
    0.0000000000    0.0000000000
  100.0000001000    0.0000003000
  100.0000000000   99.9999998000
  100.0000001000    0.0000003000
    0.0000000000    0.0000000000
