    0.0000000000    0.0000000000
    0.0000006000 -100.0000003000
   99.9999996000 -100.0000000000
    0.0000006000 -100.0000003000
    0.0000000000    0.0000000000
 -100.0000003000   -0.0000006000
 -100.0000000000  -99.9999996000
 -100.0000003000   -0.0000006000
    0.0000000000    0.0000000000
  100.0000003000    0.0000006000
  100.0000000000   99.9999996000
  100.0000003000    0.0000006000
    0.0000000000    0.0000000000
   -0.0000006000  100.0000003000
  -99.9999996000  100.0000000000
   -0.0000006000  100.0000003000
    0.0000000000    0.0000000000
